seed,update,parameter_id,method,i,j,sigma_i,sigma_j,sigma_sum,spectral_gap,skew_error_abs,gap_proxy,sigma_sum_proxy,finite_k_orientation_proxy
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,62,111,0.0066936444491147995,0.0033267985563725233,0.010020443238317966,0.003366845892742276,8.300843770143788e-05,297.0138912967905,199.59197401799247,184.13923822602848
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,62,258,0.0066936444491147995,0.0006406963802874088,0.007334340829402208,0.006052948068827391,5.347951108417942e-06,165.20875259941315,272.6898090121906,307.8926249102507
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,63,85,0.006587667390704155,0.0047555589117109776,0.011343225836753845,0.0018321084789931774,3.0725309493504096e-05,545.8192085599337,176.3166798121776,181.91442904936486
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,63,232,0.006587667390704155,0.0008676396682858467,0.007455307058990002,0.005720027722418308,3.0564457087410396e-05,174.82432752567516,268.2652752160348,306.5878226837965
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,63,379,0.006587667390704155,0.00016102386871352792,0.006748691201210022,0.006426643580198288,1.5470311561689177e-05,155.60222012909375,296.353755583208,223.81362207055764
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,64,207,0.00652571814134717,0.0011138891568407416,0.007639607414603233,0.005411828868091106,1.5223611956302013e-05,184.78041395301082,261.7935611002405,279.32509356038855
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,64,354,0.00652571814134717,0.00022743672889191657,0.006753155030310154,0.006298281252384186,1.2931765498928047e-05,158.77347081101144,296.1578756047679,247.6802650062564
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,65,183,0.006460951175540686,0.0014610181096941233,0.007921969518065453,0.004999932833015919,6.0970785777884235e-05,200.00267740197944,252.46247845566086,236.32489398441518
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,65,330,0.006460951175540686,0.0002987271873280406,0.006759678479284048,0.006162223871797323,6.5031399943296e-06,162.27907358006476,295.8720655979886,271.0020681888836
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,66,160,0.0064020524732768536,0.0018568017985671759,0.008258854039013386,0.004545250907540321,5.048789441871521e-05,220.00986778663727,242.16434073892938,219.72562685710102
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,66,307,0.0064020524732768536,0.0003804160514846444,0.006782468408346176,0.006021636538207531,3.1275340430219836e-05,166.067814453396,294.8778888834326,293.4453298463849
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,67,138,0.006294130347669125,0.0023962443228811026,0.00869037490338087,0.003897886024788022,7.3923444346939415e-06,256.54931766620416,230.13967473434272,233.80660172089642
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,67,285,0.006294130347669125,0.000488886667881161,0.006783016957342625,0.0058052437379956245,9.104788476742892e-05,172.25805756986327,294.8540443603393,318.2268599878346
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,68,117,0.006267518736422062,0.0030543534085154533,0.009321872144937515,0.0032131653279066086,1.670044143360069e-05,311.2195912594091,214.54917734375405,212.74545321048018
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,68,264,0.006267518736422062,0.0006071829702705145,0.00687470193952322,0.005660335533320904,0.00013706035140942304,176.66796481931993,290.92171345456114,330.8801812683624
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,69,97,0.006184259429574013,0.003941614646464586,0.010125873610377312,0.0022426447831094265,9.509839719590208e-06,445.90209182102404,197.5138131267806,180.81333994388888
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,69,244,0.006184259429574013,0.0007469141273759305,0.006931173615157604,0.005437345243990421,0.00010631872676996247,183.91327834113156,288.55142402177825,336.41966519738145
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,70,78,0.006036754231899977,0.00529251666739583,0.011329270899295807,0.0007442375645041466,7.81019220488558e-06,1343.6569822517047,176.53386681082134,196.19043316497252
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,70,225,0.006036754231899977,0.0009242056985385716,0.006960960105061531,0.005112548358738422,4.2960156117425176e-05,195.5971651857393,287.31669482171515,329.4550135820646
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,70,372,0.006036754231899977,0.00018047344929073006,0.006217227783054113,0.00585628068074584,7.211698715700407e-05,170.75683989906872,321.6867875131389,255.6654347075542
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,71,207,0.00600123917683959,0.0011138891568407416,0.0071151284500956535,0.004887349903583527,6.710267369734712e-06,204.6098593119049,281.09120541547435,303.627306508272
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,71,354,0.00600123917683959,0.00022743672889191657,0.006228676065802574,0.005773802287876606,6.383234992322705e-05,173.19608854221448,321.0955314209941,272.7765004454271
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,72,190,0.005815827287733555,0.0013542603701353073,0.007170087657868862,0.0044615669175982475,6.015996342997249e-05,224.13650147341517,278.9366177141623,273.45115214646137
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,72,337,0.005815827287733555,0.000277206941973418,0.00609303405508399,0.00553862052038312,8.673741379538398e-06,180.5503785370501,328.2436836229926,296.42010426833303
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,73,174,0.005719842854887247,0.0016149214934557676,0.007334764115512371,0.004104921594262123,4.1744162073370795e-06,243.6100261007868,272.6740635439524,248.81023726020675
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,73,321,0.005719842854887247,0.00033077222178690135,0.006050615105777979,0.005389070603996515,0.00013032143420172267,185.56075213746038,330.54490736160716,315.77670174676535
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,74,159,0.0056265974417328835,0.0018917081179097295,0.007518305443227291,0.003734889440238476,1.1391547916277768e-05,267.74555101846164,266.0173870473909,243.28437543682264
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,74,306,0.0056265974417328835,0.00038878043415024877,0.006015378050506115,0.005237816832959652,4.422487558342743e-05,190.91923191519086,332.48119091876254,334.17905714916463
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,75,145,0.005518486723303795,0.002206874545663595,0.00772536126896739,0.0033116121776401997,2.6055781400246507e-05,301.9677263998297,258.8875691851405,252.22641888242126
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,75,292,0.005518486723303795,0.00044803842320106924,0.005966525059193373,0.005070448387414217,1.9900802684825474e-05,197.2212200605103,335.2034812375813,351.0149356434043
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,76,132,0.005471589509397745,0.0025827004574239254,0.00805428996682167,0.0028888890519738197,3.6380710697890865e-05,346.15382661260554,248.3148742146946,255.1655445097633
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,76,279,0.005471589509397745,0.0005159420543350279,0.005987531505525112,0.004955647513270378,0.0001087932862856569,201.78997982965765,334.02746669666845,363.50519026469823
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,77,120,0.0053945318795740604,0.002917921170592308,0.008312452584505081,0.0024766107089817524,5.509263026085924e-05,403.77762898842735,240.6028627084963,241.22801391711798
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,77,267,0.0053945318795740604,0.0005942658754065633,0.005988797638565302,0.004800266120582819,4.506722019481353e-05,208.3217886533412,333.9568443994768,374.2563568615468
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,78,109,0.00529251666739583,0.0033845144789665937,0.00867703091353178,0.0019080021884292364,2.854277648677821e-05,524.1084135355476,230.49358314663166,210.46392965482997
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,78,256,0.00529251666739583,0.0006545804208144546,0.0059470972046256065,0.004637936130166054,7.114992348828266e-05,215.61314059396577,336.2985285652834,380.8008898130875
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,79,99,0.005182855762541294,0.0038638776168227196,0.009046733379364014,0.0013189781457185745,3.392943851773033e-05,758.1626755879291,221.07427246193478,194.51475791398173
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,79,246,0.005182855762541294,0.0007305238978005946,0.005913379602134228,0.0044523319229483604,0.00012573479128879812,224.6014067188676,338.2160650724002,383.8803626005233
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,80,90,0.005107218399643898,0.004404769744724035,0.00951198861002922,0.0007024486549198627,1.4543954408457318e-05,1423.591593486762,210.2609853634231,199.11759213504567
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,80,237,0.005107218399643898,0.0008156188996508718,0.005922837182879448,0.004291599616408348,0.000125885652624043,233.01335551036973,337.67599867012035,380.4908739098017
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,81,82,0.00506900018081069,0.004982910118997097,0.0100519098341465,8.609006181359291e-05,9.935138548485536e-06,11615.742618064984,198.96715553045118,206.36174085652226
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,81,229,0.00506900018081069,0.000884431297890842,0.005953431595116854,0.004184568766504526,4.624223040517775e-05,238.9732438344364,335.94071035419194,373.74584639151936
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,81,376,0.00506900018081069,0.00016866291116457433,0.00523766316473484,0.0049003371968865395,7.303438156378212e-06,204.06758657087624,381.8496846550216,281.54564788367514
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,82,222,0.004982910118997097,0.000946467334870249,0.005929377395659685,0.004036442842334509,1.6009969702483393e-06,247.7428898366801,337.3035391254322,366.70326665642
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,82,369,0.004982910118997097,0.00018618121976032853,0.005169091280549765,0.004796728957444429,1.8124316319704748e-05,208.4754050117602,386.9151982291671,289.44959452021925
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,83,216,0.004832768347114325,0.0010058165062218904,0.005838585086166859,0.003826951840892434,3.954419428336653e-05,261.3045686424951,342.5487597148106,358.8799107340108
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,83,363,0.004832768347114325,0.00020304507052060217,0.005035813432186842,0.004629723262041807,1.584742708628146e-05,215.99563089562042,397.1553022588556,296.7900939842745
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,84,211,0.00479995459318161,0.001067651784978807,0.005867606494575739,0.0037323026917874813,4.8040843800668044e-05,267.9311008212447,340.85449348547303,347.5680894687734
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,84,358,0.00479995459318161,0.00021417380776256323,0.005014128517359495,0.004585780669003725,2.2839353064293136e-05,218.06537355200254,398.872912712685,301.2257110910791
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,85,207,0.0047555589117109776,0.0011138891568407416,0.005869448184967041,0.003641669638454914,8.884083679687735e-05,274.59930946858555,340.7475416156971,338.70364931029536
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,85,354,0.0047555589117109776,0.00022743672889191657,0.004982995800673962,0.0045281220227479935,1.716307828340258e-05,220.84209736969436,401.3649909109733,306.38048975478534
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,86,204,0.0047248913906514645,0.0011567515321075916,0.005881642922759056,0.003568139858543873,2.3422326059238725e-05,280.2580727337553,340.0410440186681,330.17933771354717
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,86,351,0.0047248913906514645,0.00023711557150818408,0.00496200704947114,0.004487775731831789,3.422456396566215e-05,222.82752978309435,403.0627153996427,310.05912082014015
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,87,202,0.004659484140574932,0.0011792933801189065,0.005838777404278517,0.0034801908768713474,6.389369942032651e-07,287.34057091426945,342.53745632738793,325.55093255865756
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,87,349,0.004659484140574932,0.0002442362892907113,0.00490372022613883,0.004415248055011034,4.7855148265289655e-05,226.48785157307523,407.85359373654137,312.4960511297671
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,88,201,0.004567539785057306,0.0011853657197207212,0.005752905271947384,0.003382174065336585,7.346697256088243e-05,295.6678103143348,347.65041740020183,323.894556755004
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,88,348,0.004567539785057306,0.00024450456839986145,0.004812044557183981,0.004323035012930632,1.1162820482235902e-05,231.31895760340262,415.6237667599882,311.86112329074894
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,89,201,0.0044266097247600555,0.0011853657197207212,0.0056119756773114204,0.0032412440050393343,3.4356109184378865e-05,308.52351703396806,356.3807468129507,322.890834006064
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,89,348,0.0044266097247600555,0.00024450456839986145,0.00467111449688673,0.004182104952633381,7.081707044029403e-05,239.11402573873312,428.1633619902371,310.2921743282819
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,90,202,0.004404769744724035,0.0011792933801189065,0.00558406300842762,0.0032254764810204506,4.50121484550186e-05,310.0317246077302,358.1621402348048,324.0057455749963
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,90,349,0.004404769744724035,0.0002442362892907113,0.004649005830287933,0.004160533659160137,4.116438626514027e-06,240.3537937410598,430.19948465690806,309.92481594421247
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,91,204,0.004371844697743654,0.0011567515321075916,0.005528596229851246,0.0032150931656360626,4.667766844292131e-05,311.0329774229617,361.755483100963,328.56925984534354
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,91,351,0.004371844697743654,0.00023711557150818408,0.00460896035656333,0.004134729038923979,4.4257835823899425e-05,241.8538118143826,433.937348807881,306.58657049821676
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,92,207,0.00429844856262207,0.0011138891568407416,0.005412337835878134,0.003184559289366007,3.3985342126430065e-05,314.0151815615608,369.52609088083756,337.4545732725637
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,92,354,0.00429844856262207,0.00022743672889191657,0.004525885451585054,0.004071011673659086,4.478555198681067e-05,245.63917788559414,441.9024944688701,301.62215614391204
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,93,211,0.004206692334264517,0.001067651784978807,0.005274344235658646,0.003139040432870388,9.156674707266416e-05,318.5686786453111,379.1940675055778,347.49835076135963
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,93,358,0.004206692334264517,0.00021417380776256323,0.004420866258442402,0.003992518410086632,3.0290682176794913e-06,250.46846830192428,452.40003559188267,294.9235501284542
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,94,216,0.00411982974037528,0.0010058165062218904,0.0051256464794278145,0.00311401323415339,5.150819003063167e-05,321.1290141712808,390.19470009811266,361.35643140607226
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,94,363,0.00411982974037528,0.00020304507052060217,0.004322874825447798,0.003916784655302763,3.3414750286630055e-06,255.31145679170112,462.65508197437606,289.4865147829317
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,95,222,0.004100636579096317,0.000946467334870249,0.005047103855758905,0.003154169302433729,7.79862288958665e-05,317.04069203977286,396.2668560212348,373.38297716728704
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,95,369,0.004100636579096317,0.00018618121976032853,0.004286817740648985,0.00391445541754365,5.28787846993173e-05,255.46338077786396,466.5465372784045,281.4143386874273
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,96,229,0.004038176033645868,0.000884431297890842,0.004922607447952032,0.0031537446193397045,2.1218466082131276e-05,317.0833671675059,406.28875417037415,385.70244511972464
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,96,376,0.004038176033645868,0.00016866291116457433,0.004206839017570019,0.003869513049721718,7.578339894958008e-05,258.43044547133053,475.41634615396924,272.9442845060238
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,97,237,0.003941614646464586,0.0008156188996508718,0.004757233429700136,0.0031259958632290363,1.3069811297584346e-05,319.89806800578236,420.41240578426294,399.10711064563714
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,98,99,0.003912946674972773,0.0038638776168227196,0.007776824291795492,4.9069058150053024e-05,6.91430064328757e-05,20379.44149940688,257.17438442192775,178.1149899393955
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,98,246,0.003912946674972773,0.0007305238978005946,0.004643470514565706,0.003182422835379839,2.2857106824302823e-05,314.2260064165878,430.712323607012,408.20246963873404
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,99,109,0.0038638776168227196,0.0033845144789665937,0.007248392328619957,0.00047936313785612583,5.8727494065615116e-05,2086.1011642913104,275.92326319678904,196.8305504269014
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,99,256,0.0038638776168227196,0.0006545804208144546,0.004518458154052496,0.003209297079592943,0.00011618908637406684,311.5947009344611,442.6288754572246,412.78745549534085
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,100,120,0.0038008454721421003,0.002917921170592308,0.006718766875565052,0.0008829243015497923,7.991016684542944e-05,1132.5999275868899,297.6736812496346,236.10807928786176
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,100,267,0.0038008454721421003,0.0005942658754065633,0.0043951114639639854,0.0032065794803202152,6.877232919590556e-05,311.8587796847617,455.05104236221075,414.66621270120925
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,101,132,0.003761495929211378,0.0025827004574239254,0.0063441963866353035,0.0011787954717874527,0.00011954043919089384,848.3235844837966,315.24875305140364,256.31774323151757
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,101,279,0.003761495929211378,0.0005159420543350279,0.004277437925338745,0.003245553933084011,1.0381313699364792e-05,308.11381925930846,467.5696077168624,408.52763323013676
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,102,145,0.003737238235771656,0.002206874545663595,0.005944112781435251,0.0015303636901080608,7.700252559812422e-05,653.4394447958895,336.46737091638505,254.8269834718521
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,102,292,0.003737238235771656,0.00044803842320106924,0.004185276571661234,0.003289199899882078,1.7320176024123083e-05,304.0253122288963,477.8656616910241,396.7526397138476
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,103,159,0.0036594392731785774,0.0018917081179097295,0.005551147274672985,0.001767731155268848,2.3730681527464724e-05,565.6968804444211,360.285875891308,250.3397324115604
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,103,306,0.0036594392731785774,0.00038878043415024877,0.004048219881951809,0.0032706588972359896,0.0001130563167251953,305.74879533968374,494.04433172913883,388.02236552432066
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,104,174,0.0036221311893314123,0.0016149214934557676,0.00523705268278718,0.0020072096958756447,3.596441465363953e-05,498.20405015717614,381.8941914740472,264.2265617514236
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,104,321,0.0036221311893314123,0.00033077222178690135,0.0039529032073915005,0.0032913589384406805,4.672005582922341e-05,303.82586945417296,505.95721473350676,371.73871606457703
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,105,190,0.0036077338736504316,0.0013542603701353073,0.004961994476616383,0.0022534735035151243,6.081653254932202e-05,443.75937788490995,403.06374851295794,305.8615765721197
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,105,337,0.0036077338736504316,0.000277206941973418,0.0038849408738315105,0.0033305268734693527,9.10407347345799e-06,300.25278897729015,514.8083574289502,350.8708517537862
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,106,207,0.003564580110833049,0.0011138891568407416,0.004678469151258469,0.002450691070407629,3.4087988013900485e-05,408.0481867250321,427.4902506721887,367.97078235741867
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,106,354,0.003564580110833049,0.00022743672889191657,0.0037920167669653893,0.0033371434547007084,7.193680366295792e-05,299.6574871225117,527.4238181244627,332.33743796101163
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,107,225,0.003500883001834154,0.0009242056985385716,0.0044250888749957085,0.0025766773615032434,6.180648690951787e-05,388.096716154947,451.9683412970998,421.847600262075
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,107,372,0.003500883001834154,0.00018047344929073006,0.003681356552988291,0.0033204094506800175,6.783809606941612e-05,301.16766747463515,543.2780081344406,315.8944628152852
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,108,244,0.00344239454716444,0.0007469141273759305,0.004189308732748032,0.0026954803615808487,0.00013124107851068286,370.9913797401879,477.4057381244245,458.94817696834303
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,109,117,0.0033845144789665937,0.0030543534085154533,0.006438868120312691,0.0003301610704511404,0.00011543830426993344,3028.8246843686775,310.6136101795545,247.5551535637624
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,109,264,0.0033845144789665937,0.0006071829702705145,0.003991697449237108,0.0027773315086960793,5.5384074366454235e-05,360.0578457663079,501.0399774617786,472.3533246875282
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,110,138,0.0033421048428863287,0.0023962443228811026,0.005738349165767431,0.0009458605200052261,1.6764317901749776e-05,1057.2383336123119,348.5322942582783,288.8215944430908
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,110,285,0.0033421048428863287,0.000488886667881161,0.0038309914525598288,0.0028532182332128286,3.920950707116659e-05,350.48143487947215,522.058061047315,465.68372370802757
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,111,160,0.0033267985563725233,0.0018568017985671759,0.005183600354939699,0.0014699967578053474,6.232831420406774e-05,680.2736092377266,385.8322137226696,280.1488906112089
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,111,307,0.0033267985563725233,0.0003804160514846444,0.0037072147242724895,0.002946382388472557,0.00010646838117691913,339.39924580092963,539.4885949578284,439.0848230844925
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,112,183,0.003214090596884489,0.0014610181096941233,0.004675108939409256,0.0017530724871903658,6.560133516421295e-05,570.4270686505904,427.7975391643163,332.52534337898004
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,112,330,0.003214090596884489,0.0002987271873280406,0.0035128179006278515,0.0029153632931411266,3.0823796205516394e-05,343.01041054505885,569.3435079349956,431.0842423831386
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,113,207,0.0032030728179961443,0.0011138891568407416,0.004316961858421564,0.0020891837775707245,3.4258761229728954e-05,478.65585902914813,463.28876919875324,423.0544580026397
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,113,354,0.0032030728179961443,0.00022743672889191657,0.0034305094741284847,0.002975636161863804,1.953408648651656e-05,336.0625997451979,583.003770333265,397.89983219227787
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,114,232,0.0031569155398756266,0.0008676396682858467,0.00402455497533083,0.00228927587158978,5.356013085687642e-05,436.81935078691646,496.949326460763,497.41402950580283
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,114,379,0.0031569155398756266,0.00016102386871352792,0.0033179393503814936,0.0029958917293697596,7.839672897987562e-05,333.7904402972296,602.7837623624462,369.69116923477594
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,115,258,0.0031419910956174135,0.0006406963802874088,0.0037826874759048223,0.0025012947153300047,3.787642724633226e-06,399.79295277408625,528.7246204556188,526.6790265692831
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,116,138,0.003092997008934617,0.0023962443228811026,0.00548924133181572,0.0006967526860535145,4.106167076425121e-05,1435.2294867553542,364.3490746905172,318.5826839299848
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,116,285,0.003092997008934617,0.000488886667881161,0.003581883618608117,0.002604110399261117,5.241989984677881e-05,384.0083057292665,558.3654245796054,523.5927914321353
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,117,166,0.0030543534085154533,0.0017572416691109538,0.004811595194041729,0.0012971117394044995,1.6108932175472533e-05,770.9436046420312,415.6625750366786,319.8590027062623
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,117,313,0.0030543534085154533,0.0003608036495279521,0.003415157087147236,0.002693549729883671,1.0886021112441448e-05,371.25729593942884,585.6246040836054,496.0357745480516
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,118,195,0.0029753718990832567,0.0012860106071457267,0.004261382389813662,0.00168936129193753,8.821908037827648e-05,591.939690327046,469.33125507427303,414.31890942827744
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,118,342,0.0029753718990832567,0.0002621149178594351,0.003237486816942692,0.0027132569812238216,1.933077445570009e-05,368.5607397014592,617.7631332839503,471.32120807880244
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,119,225,0.002964763669297099,0.0009242056985385716,0.00388896930962801,0.0020405580289661884,1.36559962025588e-05,490.06203907467255,514.2750715758557,526.4496361731372
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,119,372,0.002964763669297099,0.00018047344929073006,0.0031452372204512358,0.0027842901181429625,1.9343225634914508e-05,359.1579616286238,635.882105098001,427.1708387917741
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,120,256,0.002917921170592308,0.0006545804208144546,0.0035725017078220844,0.0022633406333625317,7.82657272911981e-05,441.8247672597022,559.8318010020674,581.7873646328736
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,121,141,0.002892095595598221,0.002300540916621685,0.005192636512219906,0.0005915546789765358,4.452269503065376e-06,1690.4608069876585,385.16079361483736,343.28243747905094
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,121,288,0.002892095595598221,0.00047362351324409246,0.003365719225257635,0.0024184719659388065,5.7088739024751015e-05,413.48420240046977,594.2266527071916,571.5682847442961
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,122,174,0.002838590182363987,0.0016149214934557676,0.004453511908650398,0.0012236686889082193,7.94130261675149e-05,817.2146668982919,449.08381196325513,363.61765893452656
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,122,321,0.002838590182363987,0.00033077222178690135,0.0031693624332547188,0.002507817931473255,9.363304640696299e-05,398.75302582564063,631.0417506627251,537.9802265776065
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,123,208,0.002805931493639946,0.0011112185893580317,0.0039171501994132996,0.0016947129042819142,3.391936575347303e-05,590.0704464298165,510.57527989055416,500.015816782838
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,123,355,0.002805931493639946,0.00022583521786145866,0.003031766740605235,0.002580096246674657,2.6917292112685945e-05,387.58243612373417,659.6813641408285,491.9529490604708
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,124,243,0.002791962819173932,0.0007647122256457806,0.0035566750448197126,0.0020272505935281515,7.857530711111331e-06,493.27892821559726,562.3229490456247,600.3565929894944
0,4096,transformer.h.4.attn.c_attn.weight,direct_scalar_int4,125,132,0.0027764400001615286,0.0025827004574239254,0.00535914022475481,0.0001937395427376032,8.760456011908485e-05,5161.568907770053,373.1941746682815,350.7197216683225
