update,method,alpha,parameter_name,numel,persistence_rel_l2,error_buffer_prev_rel_l2,recurrence_relative_error,momentum_cosine,momentum_relative_l2,gradient_cosine,gradient_relative_l2,direction_cosine,direction_relative_l2,k5_cosine,k5_relative_l2,state_only_k5_cosine,state_only_k5_relative_l2,gradient_only_k5_cosine,gradient_only_k5_relative_l2,local_previous_persistence_k5_cosine,local_previous_persistence_k5_relative_l2
32,alpha0,0.0,transformer.h.0.mlp.w2.weight,393216,0.04701026901602745,0.048355236649513245,0.0,0.9686089158058167,0.24888385832309723,0.9960390329360962,0.08959084749221802,0.9718471169471741,0.23589682579040527,0.6511104702949524,0.8191671967506409,0.651159405708313,0.8190479874610901,0.9991406202316284,0.04161414876580238,1.0,0.0
32,alpha05,0.5,transformer.h.0.mlp.w2.weight,393216,0.05416196957230568,0.05592617020010948,1.0135996042492934e-08,0.9841177463531494,0.17866353690624237,0.998431384563446,0.056253306567668915,0.9857526421546936,0.1692073941230774,0.7738667130470276,0.665114164352417,0.7739540934562683,0.6649990081787109,0.9996450543403625,0.026872802525758743,0.9900218844413757,0.1410321295261383
32,alpha1,1.0,transformer.h.0.mlp.w2.weight,393216,0.09433227777481079,0.097715824842453,1.6284074533245985e-08,1.0,3.404115602734237e-07,1.0,5.574204919867043e-07,1.0,3.5486220895109e-07,1.0,1.772710220393492e-06,1.0,1.7102997844631318e-06,1.0,1.158881104856846e-06,0.8922269344329834,0.46032288670539856
32,alpha0,0.0,transformer.h.1.attn.c_attn.weight,442368,0.02321734093129635,0.022665558382868767,0.0,0.9952821731567383,0.0987415760755539,0.9943704605102539,0.10664122551679611,0.9950661659240723,0.10063780099153519,0.5362523794174194,1.1017565727233887,0.5369613766670227,1.1010911464691162,0.9968332052230835,0.07964582741260529,1.0,0.0
32,alpha05,0.5,transformer.h.1.attn.c_attn.weight,442368,0.0249788798391819,0.02510255016386509,9.814447032852058e-09,0.9981857538223267,0.06046433001756668,0.9978620409965515,0.06553436815738678,0.9981035590171814,0.0617552176117897,0.7259609699249268,0.8084218502044678,0.7264477610588074,0.8076518177986145,0.9986662864685059,0.05171229690313339,0.9813090562820435,0.19686807692050934
32,alpha1,1.0,transformer.h.1.attn.c_attn.weight,442368,0.032642100006341934,0.032266244292259216,1.4167435224976543e-08,1.0,3.4666499004742946e-07,1.0,5.588049134530593e-07,1.0,3.670099602004484e-07,1.0,5.0716603254841175e-06,1.0,4.945981800119625e-06,1.0,2.1740540887549287e-06,0.8361181616783142,0.611259937286377
32,alpha0,0.0,transformer.h.1.attn.c_proj.weight,147456,0.020299052819609642,0.01989615708589554,0.0,0.9964564442634583,0.08490803092718124,0.9966802597045898,0.08156087249517441,0.996380627155304,0.08554766327142715,0.5466265082359314,1.1121712923049927,0.5473702549934387,1.1114122867584229,0.9980201721191406,0.06296423077583313,1.0,0.0
32,alpha05,0.5,transformer.h.1.attn.c_proj.weight,147456,0.022030415013432503,0.02200053632259369,9.94929294506619e-09,0.9986562728881836,0.051912572234869,0.9988553524017334,0.04787686467170715,0.9986419677734375,0.052143290638923645,0.7336916923522949,0.8035419583320618,0.7342533469200134,0.8026876449584961,0.9992084503173828,0.03983040526509285,0.9828984141349792,0.18909956514835358
32,alpha1,1.0,transformer.h.1.attn.c_proj.weight,147456,0.029249170795083046,0.028860585764050484,1.4624549571351508e-08,1.0,3.1473078365706897e-07,1.0,5.188674663259008e-07,1.0,3.304764391032222e-07,1.0,5.514499662240269e-06,1.0,5.347629212337779e-06,1.0,2.4591283818153897e-06,0.8429192900657654,0.6005399227142334
32,alpha0,0.0,transformer.h.1.mlp.c_proj.weight,393216,0.029478760436177254,0.029442770406603813,0.0,0.9931427240371704,0.11712519079446793,0.9967284798622131,0.08096074312925339,0.9935806393623352,0.11338061839342117,0.6368697881698608,0.8742183446884155,0.6373429894447327,0.8738348484039307,0.9984508752822876,0.0557732991874218,1.0,0.0
32,alpha05,0.5,transformer.h.1.mlp.c_proj.weight,393216,0.033163201063871384,0.03352607041597366,9.543787093946321e-09,0.9970041513442993,0.07756023108959198,0.9988527894020081,0.04812401905655861,0.9972211718559265,0.07472295314073563,0.8077370524406433,0.631604015827179,0.8081033825874329,0.6310572624206543,0.999386727809906,0.03519827499985695,0.9865734577178955,0.16440702974796295
32,alpha1,1.0,transformer.h.1.mlp.c_proj.weight,393216,0.05295231193304062,0.05260134115815163,1.4330038489163144e-08,1.0,3.3605684279791603e-07,1.0,5.629032102660858e-07,1.0,3.524597502746474e-07,1.0,2.752314685494639e-06,1.0,2.630536073411349e-06,1.0,1.4124378822089056e-06,0.8812040090560913,0.4938468933105469
32,alpha0,0.0,transformer.h.1.mlp.w1.weight,393216,0.032768815755844116,0.03337490186095238,0.0,0.9861806035041809,0.1659199297428131,0.9959292411804199,0.0904967188835144,0.9872438311576843,0.15948641300201416,0.6197535395622253,0.8696112036705017,0.6195988059043884,0.8699036240577698,0.9988198280334473,0.04872773215174675,1.0,0.0
32,alpha05,0.5,transformer.h.1.mlp.w1.weight,393216,0.03730882704257965,0.03838329017162323,1.021455720007225e-08,0.9932035207748413,0.11665589362382889,0.9985116124153137,0.05479894578456879,0.9937601089477539,0.11178376525640488,0.7590101361274719,0.6965597867965698,0.7589921355247498,0.6966249942779541,0.9995086193084717,0.031551700085401535,0.9896352887153625,0.14382600784301758
32,alpha1,1.0,transformer.h.1.mlp.w1.weight,393216,0.06429079174995422,0.0656655803322792,1.4842822970706493e-08,1.0,3.560314780770568e-07,1.0,6.097510549807339e-07,1.0,3.762600044865394e-07,1.0,2.244894176328671e-06,1.0,2.153922423531185e-06,1.0,1.3228689113020664e-06,0.878638744354248,0.49317243695259094
32,alpha0,0.0,transformer.h.1.mlp.w2.weight,393216,0.029873477295041084,0.030635789036750793,0.0,0.9883918762207031,0.15209627151489258,0.9959526062011719,0.0902346521615982,0.9893814325332642,0.1455473005771637,0.6202840805053711,0.8768722414970398,0.620343029499054,0.8769552111625671,0.9988741874694824,0.04755539074540138,1.0,0.0
32,alpha05,0.5,transformer.h.1.mlp.w2.weight,393216,0.034333545714616776,0.03559533879160881,9.708395865004604e-09,0.9942710399627686,0.10721447318792343,0.9985836744308472,0.05344320461153984,0.9948003888130188,0.10216736793518066,0.758470356464386,0.7005857229232788,0.7585052251815796,0.7006018757820129,0.9995402097702026,0.030486876145005226,0.9896952509880066,0.1435428112745285
32,alpha1,1.0,transformer.h.1.mlp.w2.weight,393216,0.059414807707071304,0.061028607189655304,1.4262471204062876e-08,1.0,3.285482250703353e-07,1.0,5.902713269279047e-07,1.0,3.444822880283027e-07,1.0,2.2481578980659833e-06,1.0,2.1551693407673156e-06,1.0,1.248320700142358e-06,0.8791223168373108,0.49374517798423767
32,alpha0,0.0,transformer.h.2.attn.c_attn.weight,442368,0.019356124103069305,0.018637673929333687,0.0,0.9964945316314697,0.083985336124897,0.995811939239502,0.09174000471830368,0.9961601495742798,0.08777538686990738,0.5447798371315002,1.1274741888046265,0.5454525351524353,1.1270281076431274,0.9971044063568115,0.07611977308988571,1.0,0.0
32,alpha05,0.5,transformer.h.2.attn.c_attn.weight,442368,0.020550444722175598,0.019956454634666443,9.952129786938713e-09,0.9986740946769714,0.05159209668636322,0.9984498620033264,0.05576520413160324,0.99855637550354,0.05380881950259209,0.7329730987548828,0.807746410369873,0.7333236932754517,0.8073530793190002,0.9988332986831665,0.04833967611193657,0.9830880761146545,0.1885070502758026
32,alpha1,1.0,transformer.h.2.attn.c_attn.weight,442368,0.026941029354929924,0.026012688875198364,1.4057006225698387e-08,1.0,3.3025941093001165e-07,1.0,5.312244297783764e-07,1.0,3.5629034300654894e-07,1.0,5.825398602610221e-06,1.0,5.689083536708495e-06,1.0,2.468174670866574e-06,0.8449773788452148,0.5985245108604431
32,alpha0,0.0,transformer.h.2.attn.c_proj.weight,147456,0.016760768368840218,0.016208138316869736,0.0,0.9975119233131409,0.07123121619224548,0.9977998733520508,0.06644388288259506,0.9974502325057983,0.07191655784845352,0.5627926588058472,1.1140291690826416,0.5633277297019958,1.1135624647140503,0.9979857206344604,0.06349697709083557,1.0,0.0
32,alpha05,0.5,transformer.h.2.attn.c_proj.weight,147456,0.018229493871331215,0.01772855594754219,9.88525883371949e-09,0.9990563988685608,0.04353685304522514,0.9990954995155334,0.04258149117231369,0.9990290403366089,0.04413656145334244,0.7450349926948547,0.7914677262306213,0.7452885508537292,0.7911718487739563,0.9991933107376099,0.040231164544820786,0.9851870536804199,0.1765865832567215
32,alpha1,1.0,transformer.h.2.attn.c_proj.weight,147456,0.024587200954556465,0.024040715768933296,1.4512048451820192e-08,1.0,2.912133538757189e-07,1.0,5.005295520277286e-07,1.0,3.0760224944970105e-07,1.0,5.984049494145438e-06,1.0,5.805793534818804e-06,1.0,2.83639678855252e-06,0.8532398343086243,0.5814365148544312
32,alpha0,0.0,transformer.h.2.mlp.c_proj.weight,393216,0.02298092655837536,0.022815469652414322,0.0,0.9956474900245667,0.09343449771404266,0.9977797269821167,0.06689145416021347,0.995755672454834,0.0922195315361023,0.6444042921066284,0.8950086236000061,0.6447073221206665,0.8946428894996643,0.9985272288322449,0.054404132068157196,1.0,0.0
32,alpha05,0.5,transformer.h.2.mlp.c_proj.weight,393216,0.026281485334038734,0.026221636682748795,9.204912387872355e-09,0.9980265498161316,0.06305321305990219,0.9991161227226257,0.04242624342441559,0.9980879426002502,0.062061622738838196,0.8109314441680908,0.6351019740104675,0.8112714886665344,0.6344943642616272,0.9994238018989563,0.03411515802145004,0.9869429469108582,0.16325628757476807
32,alpha1,1.0,transformer.h.2.mlp.c_proj.weight,393216,0.04249273240566254,0.04225129261612892,1.4205223664021105e-08,1.0,3.055508557281428e-07,1.0,5.312853659233951e-07,1.0,3.212229273685807e-07,1.0,3.1698159546067473e-06,1.0,3.0384371711988933e-06,1.0,1.5411848153235042e-06,0.8833510875701904,0.4959631562232971
32,alpha0,0.0,transformer.h.2.mlp.w1.weight,393216,0.025057516992092133,0.025090644136071205,0.0,0.9920520186424255,0.12603458762168884,0.9965797662734985,0.0828482061624527,0.9922863841056824,0.12413065880537033,0.6041303277015686,0.9193397760391235,0.6042088270187378,0.9193674921989441,0.9985796213150024,0.05340104550123215,1.0,0.0
32,alpha05,0.5,transformer.h.2.mlp.w1.weight,393216,0.02912128157913685,0.028707200661301613,9.966372616077024e-09,0.9961878657341003,0.08739577978849411,0.9984492063522339,0.0558965690433979,0.9963062405586243,0.0860261395573616,0.7535095810890198,0.7209852933883667,0.753616452217102,0.7208596467971802,0.9994270205497742,0.034006211906671524,0.9894754886627197,0.14545856416225433
32,alpha1,1.0,transformer.h.2.mlp.w1.weight,393216,0.04850278049707413,0.048232559114694595,1.4244769808158253e-08,1.0,3.4453913144716353e-07,1.0,5.866310175406397e-07,1.0,3.676273934161145e-07,1.0,2.8181050311104627e-06,1.0,2.699198148548021e-06,1.0,1.400247924721043e-06,0.870820164680481,0.516851007938385
32,alpha0,0.0,transformer.h.2.mlp.w2.weight,393216,0.0251723974943161,0.025521401315927505,0.0,0.9923308491706848,0.12372111529111862,0.996636152267456,0.08250662684440613,0.9926286339759827,0.12131473422050476,0.5991519689559937,0.9299728274345398,0.5992308855056763,0.930027961730957,0.9986414909362793,0.05225725844502449,1.0,0.0
32,alpha05,0.5,transformer.h.2.mlp.w2.weight,393216,0.02909144200384617,0.029575509950518608,9.99431648551763e-09,0.9963250756263733,0.08583597838878632,0.9985643625259399,0.0538114570081234,0.9964781999588013,0.0840495228767395,0.7525339126586914,0.724310040473938,0.7526949048042297,0.7240750193595886,0.9994515180587769,0.03329867124557495,0.9882521629333496,0.15378159284591675
32,alpha1,1.0,transformer.h.2.mlp.w2.weight,393216,0.04757161810994148,0.04740651696920395,1.4238416667922138e-08,1.0,3.375935477833991e-07,1.0,5.810006769024767e-07,1.0,3.608358838391723e-07,1.0,2.8716410724882735e-06,1.0,2.7622986635833513e-06,1.0,1.4275657349571702e-06,0.8709518313407898,0.5179426670074463
32,alpha0,0.0,transformer.h.3.attn.c_attn.weight,442368,0.015825890004634857,0.01501492504030466,0.0,0.997571587562561,0.07067718356847763,0.9967774152755737,0.08033594489097595,0.9972927570343018,0.0743880420923233,0.5661394000053406,1.1060056686401367,0.5670991539955139,1.1053135395050049,0.9972987771034241,0.0735291987657547,1.0,0.0
32,alpha05,0.5,transformer.h.3.attn.c_attn.weight,442368,0.017146727070212364,0.01632433757185936,1.019936046731118e-08,0.9990508556365967,0.04408705607056618,0.9987281560897827,0.05047770217061043,0.9989342093467712,0.04662060737609863,0.751491129398346,0.7770222425460815,0.7518728971481323,0.776553213596344,0.9989199638366699,0.04650192707777023,0.9850635528564453,0.17729368805885315
32,alpha1,1.0,transformer.h.3.attn.c_attn.weight,442368,0.022785913199186325,0.02178002893924713,1.4166455564179614e-08,0.9999997019767761,3.1149355095294595e-07,1.0,5.07815343553375e-07,1.0,3.352516557697527e-07,1.0,6.345034762489377e-06,1.0,6.188172392285196e-06,1.0,2.6097090994881e-06,0.8571327328681946,0.5728120803833008
32,alpha0,0.0,transformer.h.3.attn.c_proj.weight,147456,0.014862872660160065,0.014204110950231552,0.0,0.998231053352356,0.059649545699357986,0.9984986782073975,0.0548248253762722,0.9981483221054077,0.06095182150602341,0.5842820405960083,1.0886017084121704,0.5850275158882141,1.0877809524536133,0.9979813694953918,0.06356339156627655,0.9999997019767761,0.0
32,alpha05,0.5,transformer.h.3.attn.c_proj.weight,147456,0.016054922714829445,0.01538859587162733,9.726301541945759e-09,0.9993217587471008,0.036884158849716187,0.9993987679481506,0.03472267836332321,0.9992870688438416,0.0378202423453331,0.7624255418777466,0.7580286264419556,0.7629333138465881,0.757358729839325,0.9992276430130005,0.039354100823402405,0.9854581952095032,0.17533546686172485
32,alpha1,1.0,transformer.h.3.attn.c_proj.weight,147456,0.02133096754550934,0.020404137670993805,1.4288594307743097e-08,1.0,2.814381332427729e-07,1.0,4.5773902002110844e-07,1.0,2.9739732099187677e-07,1.0,6.441586720029591e-06,1.0,6.270691756071756e-06,1.0,3.0063888516451698e-06,0.8654038310050964,0.5547688603401184
32,alpha0,0.0,transformer.h.3.mlp.c_proj.weight,393216,0.02145448327064514,0.02239290624856949,0.0,0.9961665272712708,0.08764885365962982,0.998321533203125,0.058181848376989365,0.9962108731269836,0.08712668716907501,0.6415106654167175,0.8983416557312012,0.6418961882591248,0.8979411125183105,0.998573899269104,0.053548820316791534,1.0,0.0
32,alpha05,0.5,transformer.h.3.mlp.c_proj.weight,393216,0.024288956075906754,0.024130117148160934,9.562070246715848e-09,0.9983108043670654,0.05836084112524986,0.9993288516998291,0.0369853712618351,0.998332142829895,0.057970862835645676,0.8146856427192688,0.6272763013839722,0.8149879574775696,0.6267260909080505,0.9994452595710754,0.0334472693502903,0.9872128963470459,0.16171826422214508
32,alpha1,1.0,transformer.h.3.mlp.c_proj.weight,393216,0.03995462879538536,0.0384226031601429,1.3337371207455817e-08,1.0,3.067873421969125e-07,1.0,4.945203500028583e-07,1.0,3.2410309813712956e-07,1.0,3.3478256682428764e-06,1.0,3.210005615983391e-06,1.0,1.621845513000153e-06,0.8864396810531616,0.4889124631881714
32,alpha0,0.0,transformer.h.3.mlp.w1.weight,393216,0.019651886075735092,0.019552025943994522,0.0,0.9953691959381104,0.09631359577178955,0.9974697828292847,0.0714033767580986,0.9953283667564392,0.09675063192844391,0.6126373410224915,0.9391306638717651,0.6127956509590149,0.9390276670455933,0.9986203908920288,0.05267659202218056,1.0,0.0
32,alpha05,0.5,transformer.h.3.mlp.w1.weight,393216,0.02243802696466446,0.022488772869110107,9.563774661103253e-09,0.9977876543998718,0.0667317658662796,0.9989510774612427,0.04622004181146622,0.9977691769599915,0.06696833670139313,0.7634608149528503,0.717496931552887,0.7636194229125977,0.7172887921333313,0.9994573593139648,0.033135686069726944,0.9894675016403198,0.14635884761810303
32,alpha1,1.0,transformer.h.3.mlp.w1.weight,393216,0.0375957190990448,0.03679710254073143,1.4121254388044235e-08,1.0,3.0892311997376964e-07,1.0,4.917180262964393e-07,1.0,3.2528524229746836e-07,1.0,3.3472285849711625e-06,1.0,3.226591616112273e-06,1.0,1.527282392999041e-06,0.8754646182060242,0.5142253637313843
32,alpha0,0.0,transformer.h.3.mlp.w2.weight,393216,0.019690735265612602,0.019704638049006462,0.0,0.9954607486724854,0.09554699063301086,0.9974220395088196,0.07205408811569214,0.9954304099082947,0.09583760052919388,0.6100332140922546,0.9450935125350952,0.609916090965271,0.9454370141029358,0.9986437559127808,0.05218260735273361,1.0,0.0
32,alpha05,0.5,transformer.h.3.mlp.w2.weight,393216,0.022954974323511124,0.02270950935781002,9.533674294459615e-09,0.9978341460227966,0.06602448225021362,0.9989227056503296,0.04668332636356354,0.997829258441925,0.06611338257789612,0.7614262104034424,0.7209168076515198,0.7614907622337341,0.7209140062332153,0.9994721412658691,0.032706551253795624,0.9890470504760742,0.14930930733680725
32,alpha1,1.0,transformer.h.3.mlp.w2.weight,393216,0.037246223539114,0.036617375910282135,1.4261620329136804e-08,1.0,3.111963451374322e-07,1.0,5.15718340921012e-07,1.0,3.273215440913191e-07,1.0,3.358344883963582e-06,1.0,3.19787545777217e-06,1.0,1.5234143120324006e-06,0.8738440871238708,0.5171239376068115
32,alpha0,0.0,transformer.h.4.attn.c_attn.weight,442368,0.013700067065656185,0.012914160266518593,0.0,0.9982247352600098,0.0605660043656826,0.997684121131897,0.06805586814880371,0.9979759454727173,0.06444457918405533,0.5998488068580627,1.055254578590393,0.6005838513374329,1.0546202659606934,0.9975314140319824,0.07029494643211365,1.0,0.0
32,alpha05,0.5,transformer.h.4.attn.c_attn.weight,442368,0.014914218336343765,0.01403206866234541,9.800465328169139e-09,0.9993100762367249,0.037244122475385666,0.9990993142127991,0.04249180853366852,0.9992188215255737,0.039601169526576996,0.7817630171775818,0.7197578549385071,0.7822404503822327,0.7191146016120911,0.9990139603614807,0.044434670358896255,0.9859700202941895,0.17220714688301086
32,alpha1,1.0,transformer.h.4.attn.c_attn.weight,442368,0.019793743267655373,0.018692610785365105,1.3963868283894953e-08,1.0,3.0548051199730253e-07,1.0,4.579007679694769e-07,1.0,3.278278484231123e-07,1.0,6.6489628807175905e-06,1.0,6.527678124257363e-06,1.0,2.899253559007775e-06,0.8745307326316833,0.5329501628875732
32,alpha0,0.0,transformer.h.4.attn.c_proj.weight,147456,0.012414293363690376,0.011960436590015888,0.0,0.9987651109695435,0.050104741007089615,0.9988753795623779,0.0476323738694191,0.9986616373062134,0.05203608423471451,0.6233629584312439,1.0154571533203125,0.6241976022720337,1.0145272016525269,0.997971773147583,0.06370360404253006,1.0,0.0
32,alpha05,0.5,transformer.h.4.attn.c_proj.weight,147456,0.013426240533590317,0.01279040053486824,9.969528314002218e-09,0.9995405673980713,0.030445214360952377,0.9995778799057007,0.02915608137845993,0.9995023012161255,0.03168026730418205,0.8010234832763672,0.6816272735595703,0.8014084100723267,0.6810621619224548,0.9992234706878662,0.039422158151865005,0.9869621396064758,0.1658306121826172
32,alpha1,1.0,transformer.h.4.attn.c_proj.weight,147456,0.017660675570368767,0.01684516854584217,1.4379470059111554e-08,1.0,2.6519936113800213e-07,1.0,4.1506760339871107e-07,1.0,2.807409771321545e-07,1.0,6.753718480467796e-06,1.0,6.601724635402206e-06,1.0,2.836930889316136e-06,0.8894611597061157,0.49660244584083557
32,alpha0,0.0,transformer.h.4.mlp.c_proj.weight,393216,0.016222598031163216,0.015834521502256393,0.0,0.9976336359977722,0.06898866593837738,0.998946487903595,0.04669293388724327,0.9975388050079346,0.07032687216997147,0.6743790507316589,0.8620555400848389,0.6747629046440125,0.8614866733551025,0.9986684918403625,0.051685504615306854,1.0,0.0
32,alpha05,0.5,transformer.h.4.mlp.c_proj.weight,393216,0.018770236521959305,0.018175115808844566,1.0428604646506301e-08,0.9989214539527893,0.046777404844760895,0.9996163845062256,0.028486808761954308,0.9988846778869629,0.047545481473207474,0.832743763923645,0.5947878956794739,0.832970917224884,0.5943156480789185,0.9994907975196838,0.03205867111682892,0.9889242053031921,0.15108026564121246
32,alpha1,1.0,transformer.h.4.mlp.c_proj.weight,393216,0.03153662383556366,0.030521998181939125,1.4311760665464135e-08,1.0,2.8629418125092343e-07,1.0,4.430662272625341e-07,1.0,3.054574904126639e-07,1.0,3.766417194128735e-06,1.0,3.5969007967651123e-06,1.0,1.6952856185525889e-06,0.8984262347221375,0.46329832077026367
32,alpha0,0.0,transformer.h.4.mlp.w1.weight,393216,0.017091970890760422,0.017526786774396896,0.0,0.9965293407440186,0.08390463143587112,0.9982205629348755,0.05997443199157715,0.9964345693588257,0.08490371704101562,0.6200743317604065,0.9480728507041931,0.6200336813926697,0.9482133388519287,0.9986615180969238,0.05187460407614708,1.0,0.0
32,alpha05,0.5,transformer.h.4.mlp.w1.weight,393216,0.01925612986087799,0.021681010723114014,1.0438799158407619e-08,0.9984064698219299,0.05679694935679436,0.99925297498703,0.039120864123106,0.9983648061752319,0.0574876144528389,0.7737481594085693,0.7060346007347107,0.7738083600997925,0.7059200406074524,0.9994887113571167,0.032191865146160126,0.9860095381736755,0.16936804354190826
32,alpha1,1.0,transformer.h.4.mlp.w1.weight,393216,0.03168173134326935,0.030667729675769806,1.491562962030457e-08,1.0,2.8910682203786564e-07,1.0,4.781422262567503e-07,1.0,3.060717688185832e-07,1.0,3.737566203199094e-06,1.0,3.601190201152349e-06,1.0,1.662571321503492e-06,0.8800525665283203,0.5067935585975647
32,alpha0,0.0,transformer.h.4.mlp.w2.weight,393216,0.01819933019578457,0.01950164884328842,0.0,0.9958668947219849,0.09111990034580231,0.9977347254753113,0.06787440180778503,0.995735764503479,0.09247995913028717,0.6043083667755127,0.9642479419708252,0.604246973991394,0.9643750786781311,0.9986706972122192,0.05167587846517563,1.0,0.0
32,alpha05,0.5,transformer.h.4.mlp.w2.weight,393216,0.020855795592069626,0.02205721288919449,9.388248400910015e-09,0.9981212019920349,0.061569638550281525,0.9990007877349854,0.04520505294203758,0.998071551322937,0.06238667294383049,0.7604743838310242,0.7277354001998901,0.7605364322662354,0.7276358008384705,0.999488353729248,0.03217737004160881,0.9871168732643127,0.16240760684013367
32,alpha1,1.0,transformer.h.4.mlp.w2.weight,393216,0.03431673347949982,0.03321066126227379,1.4390169944533682e-08,1.0,3.0554738827959227e-07,1.0,4.943815952174191e-07,1.0,3.2111114478539093e-07,1.0,3.6589735827874392e-06,1.0,3.5292712254886283e-06,1.0,1.6760461676312843e-06,0.8720486760139465,0.5236963629722595
32,alpha0,0.0,transformer.h.5.attn.c_attn.weight,442368,0.01076101791113615,0.01032448559999466,0.0,0.9989799857139587,0.04525688663125038,0.9982145428657532,0.060165561735630035,0.9988207221031189,0.04863008111715317,0.6613559126853943,0.9379276633262634,0.662063717842102,0.9370715022087097,0.9978338479995728,0.06585576385259628,1.0,0.0
32,alpha05,0.5,transformer.h.5.attn.c_attn.weight,442368,0.011295801028609276,0.010825945995748043,9.675482637305777e-09,0.9996134042739868,0.027970055118203163,0.9993253946304321,0.03683621436357498,0.9995582103729248,0.02990562655031681,0.830699622631073,0.6163466572761536,0.8310824036598206,0.6156055331230164,0.9991852045059204,0.04038061201572418,0.988455593585968,0.15576514601707458
32,alpha1,1.0,transformer.h.5.attn.c_attn.weight,442368,0.014849109575152397,0.01414540410041809,1.4648295021402191e-08,1.0,2.701620189782261e-07,1.0,4.1310158849228173e-07,1.0,2.851462284070294e-07,1.0,6.84868518874282e-06,1.0,6.77333218845888e-06,1.0,2.7988519377686316e-06,0.9092365503311157,0.4447700083255768
32,alpha0,0.0,transformer.h.5.attn.c_proj.weight,147456,0.010119794867932796,0.009143008850514889,0.0,0.9992733597755432,0.038316164165735245,0.9992917776107788,0.03830823674798012,0.9991908669471741,0.040375005453825,0.6797254681587219,0.8994176387786865,0.6804086565971375,0.8985552191734314,0.9981710314750671,0.06050833314657211,1.0,0.0
32,alpha05,0.5,transformer.h.5.attn.c_proj.weight,147456,0.010726491920650005,0.01001034863293171,9.825507518712584e-09,0.999733567237854,0.023210536688566208,0.9997408390045166,0.02297428622841835,0.9997067451477051,0.024400053545832634,0.841841995716095,0.5905391573905945,0.8421939611434937,0.5898475646972656,0.999302864074707,0.03738615661859512,0.988635778427124,0.1544962376356125
32,alpha1,1.0,transformer.h.5.attn.c_proj.weight,147456,0.013727515935897827,0.012828534469008446,1.3841189527852293e-08,1.0,2.5263966563215945e-07,1.0,3.665991243906319e-07,1.0,2.674100585409178e-07,1.0,7.388461199298035e-06,1.0,7.185659796959953e-06,1.0,3.0094649901002413e-06,0.9157712459564209,0.4272732138633728
32,alpha0,0.0,transformer.h.5.mlp.c_proj.weight,393216,0.019641844555735588,0.01783090829849243,0.0,0.9976240992546082,0.06910200417041779,0.9991185665130615,0.04301256313920021,0.9975062012672424,0.07074785232543945,0.6707195043563843,0.8615391254425049,0.6708574891090393,0.8612200617790222,0.9987121224403381,0.050900720059871674,1.0,0.0
32,alpha05,0.5,transformer.h.5.mlp.c_proj.weight,393216,0.020732123404741287,0.021145019680261612,1.0153071272611669e-08,0.9989660382270813,0.04575518146157265,0.9996715188026428,0.026394756510853767,0.9989177584648132,0.046736884862184525,0.8371527194976807,0.5841655135154724,0.8373551964759827,0.5837060213088989,0.9995021820068359,0.03172319754958153,0.9853964447975159,0.17345716059207916
32,alpha1,1.0,transformer.h.5.mlp.c_proj.weight,393216,0.032235629856586456,0.03015792928636074,1.3931884090823132e-08,1.0,2.9512256105590495e-07,1.0,4.300120224343118e-07,1.0,3.110716022547422e-07,1.0,3.928199475922156e-06,1.0,3.7841798530280357e-06,1.0,1.7553164752825978e-06,0.8993116021156311,0.46040627360343933
32,alpha0,0.0,transformer.h.5.mlp.w1.weight,393216,0.01516643911600113,0.015475323423743248,0.0,0.9971233606338501,0.07606522738933563,0.9987927079200745,0.04952169209718704,0.996995747089386,0.07777384668588638,0.6279966235160828,0.939884603023529,0.6280749440193176,0.9396593570709229,0.9986335039138794,0.05241207033395767,1.0,0.0
32,alpha05,0.5,transformer.h.5.mlp.w1.weight,393216,0.017666371539235115,0.017756983637809753,1.002929561622068e-08,0.998663067817688,0.05209539085626602,0.9995260834693909,0.03135162964463234,0.9986024498939514,0.05328186973929405,0.7763813138008118,0.705082893371582,0.7764929533004761,0.7047140002250671,0.9994836449623108,0.03235892206430435,0.9896508455276489,0.14569854736328125
32,alpha1,1.0,transformer.h.5.mlp.w1.weight,393216,0.02882332354784012,0.0275343619287014,1.4113705759655204e-08,1.0,2.9944425250505446e-07,1.0,4.5336807374951604e-07,1.0,3.189104234024853e-07,1.0,4.113858722121222e-06,1.0,3.989976903540082e-06,1.0,1.9617236830526963e-06,0.8851430416107178,0.49585267901420593
32,alpha0,0.0,transformer.h.5.mlp.w2.weight,393216,0.015940381214022636,0.015917984768748283,0.0,0.9969170093536377,0.07868174463510513,0.9986050128936768,0.05312640219926834,0.9967523217201233,0.08068966120481491,0.6214227080345154,0.9485241174697876,0.6214542388916016,0.948484480381012,0.998660147190094,0.05189990624785423,1.0,0.0
32,alpha05,0.5,transformer.h.5.mlp.w2.weight,393216,0.018450899049639702,0.01815125159919262,9.597890482382354e-09,0.9985353946685791,0.05434557422995567,0.9995220899581909,0.03135387971997261,0.9984674453735352,0.05557297542691231,0.7690325975418091,0.716659426689148,0.769106388092041,0.7164101004600525,0.999493420124054,0.032009270042181015,0.9892667531967163,0.14842931926250458
32,alpha1,1.0,transformer.h.5.mlp.w2.weight,393216,0.030758773908019066,0.029070910066366196,1.4423001459817897e-08,1.0,2.990374525779771e-07,1.0,4.594863867168897e-07,1.0,3.20987993518429e-07,1.0,4.0661570892552845e-06,1.0,3.950306563638151e-06,1.0,1.8115686089004157e-06,0.8783430457115173,0.5113247632980347
